title,link,image,description,createdAt,category
"""Huyền thoại"" Winamp công bố mã nguồn mở",https://genk.vn/huyen-thoai-winamp-cong-bo-ma-nguon-mo-20240926144922413.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/9/26/avatar1727336921815-1727336922424994707800.jpeg,Người dùng có thể nghiên cứu và cải tiến mã nguồn của Winamp từ ngày hôm nay.,16 ngày trước,Apps/Games
"Kaspersky tự ý cài phần mềm diệt virus ""vô danh"" vào PC khiến người dùng phẫn nộ",https://genk.vn/kaspersky-tu-y-cai-phan-mem-diet-virus-vo-danh-vao-pc-khien-nguoi-dung-phan-no-20240925140754291.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/9/25/avatar1727248028822-1727248029651581304326.jpg,Hiện những thay đổi này có vẻ như chỉ áp dụng đối với người dùng Kaspersky tại Mỹ.,17 ngày trước,Apps/Games
"Xuất hiện game thủ Black Myth: Wukong quá ""hardcore"", đạt cấp độ tối đa, hoàn thành 100% nội dung và thành tựu",https://genk.vn/xuat-hien-game-thu-black-myth-wukong-qua-hardcore-dat-cap-do-toi-da-hoan-thanh-100-noi-dung-va-thanh-tuu-20240921124928516.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/9/21/avatar1726897664711-1726897665579959130262.png,Thành tích của anh chàng game thủ này đang khiến cộng đồng Black Myth: Wukong rất nể phục.,21 ngày trước,Apps/Games
"Tính năng mới của Facebook khiến cộng đồng lo ngại: Fake news, ""ném đá giấu tay"" liệu có lộng hành?",https://genk.vn/tinh-nang-moi-cua-facebook-khien-cong-dong-lo-ngai-fake-news-nem-da-giau-tay-lieu-co-long-hanh-20240921082333996.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/9/21/avatar1726881754270-17268817544662064689788.jpeg,Tình trạng thật – giả lẫn lộn trên Facebook được ví là môi trường mà các đối tượng “ném đá giấu tay” hay lợi dụng để thực hiện các hành vi xấu.,21 ngày trước,Apps/Games
"Sau khi ""đoạn tuyệt"" Android, Huawei xác nhận sắp ra mắt hệ điều hành thay thế Windows",https://genk.vn/sau-khi-doan-tuyet-android-huawei-xac-nhan-sap-ra-mat-he-dieu-hanh-thay-the-windows-20240920234636163.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/9/20/0d46051e-eaf4-480c-aaa1-3d56f541ea94-17268466370251957875147-1726850759165-1726850759360553127130-185-0-1085-1440-crop-17268510944321553065945.jpeg,Quan chức cấp cao của Huawei còn cho biết lô laptop hiện tại có thể là dòng máy cuối cùng sử dụng Windows.,21 ngày trước,Apps/Games
"Trong lúc chờ Apple Intelligence, đây là tính năng tôi thấy thích thú nhất từ ngày lên iOS 18",https://genk.vn/trong-luc-cho-apple-intelligence-day-la-tinh-nang-toi-thay-thich-thu-nhat-tu-ngay-len-ios-18-2024091816102273.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/9/18/l1170606-17266504906971889988143-0-86-1033-1739-crop-17266505006751760201300.jpg,iOS 18 mang đến nhiều thay đổi đáng chú ý và iPhone Mirroring chính là tính năng mà bất kỳ người dùng nào cũng nên thử qua.,24 ngày trước,Apps/Games
"""Ngồi rung đùi"" vẫn kiếm 1 tỷ mỗi ngày, đâu là lý do thực sự khiến Nguyễn Hà Đông xóa Flappy Bird khi đang ở đỉnh cao?",https://genk.vn/ngoi-rung-dui-van-kiem-1-ty-moi-ngay-dau-la-ly-do-thuc-su-khien-nguyen-ha-dong-xoa-flappy-bird-khi-dang-o-dinh-cao-20240918073250269.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/9/18/avatar1726619400049-1726619400619415874142.jpg,"Flappy Bird gây sốt toàn cầu, thu hút hơn 50 triệu lượt tải, mỗi ngày thu 1 tỷ đồng từ tiền quảng cáo nhưng Nguyễn Hà Đông đã xóa đi ứng dụng trò chơi này.",24 ngày trước,Apps/Games
"10 năm từ ngày Flappy Bird gây bão thế giới: Hút hơn 50 triệu lượt tải, mỗi ngày thu 1 tỷ đồng, đưa lập trình viên người Việt vào kỷ lục Guinness!",https://genk.vn/10-nam-tu-ngay-flappy-bird-gay-bao-the-gioi-hut-hon-50-trieu-luot-tai-moi-ngay-thu-1-ty-dong-dua-lap-trinh-vien-nguoi-viet-vao-ky-luc-guinness-20240917102951321.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/9/17/avatar1726543702834-1726543703371118297649.png,"Theo nhận xét của nhiều chuyên gia, có thể coi Flappy Bird của Nguyễn Hà Đông là niềm tự hào của ngành ứng dụng Việt Nam xét trên cả phương diện thành công về lượt tải hay mức doanh thu.",25 ngày trước,Apps/Games
"Đầu tư 400 triệu USD trong 6 năm, founder Feng Ji biến giấc mơ Black Myth: Wukong thành hiện thực, doanh thu dự kiến đạt 1 tỷ USD nhờ 35 triệu bản bán ra",https://genk.vn/dau-tu-400-trieu-usd-trong-6-nam-founder-feng-ji-bien-giac-mo-black-myth-wukong-thanh-hien-thuc-doanh-thu-du-kien-dat-1-ty-usd-nho-35-trieu-ban-ban-ra-20240916141647833.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/9/16/avatar1726470909380-1726470911281659132254.png,"Feng cho biết ước mơ của anh là tạo ra các tựa game PC kinh phí lớn hay 3A/AAA, theo thuật ngữ chuyên ngành. Ba chữ A có nghĩa là “rất nhiều thời gian”, “rất nhiều nguồn lực” và “rất nhiều tiền”.",26 ngày trước,Apps/Games
"Nguyễn Hà Đông: ""Tôi không liên quan đến trò chơi của họ, tôi không bán bất cứ thứ gì và cũng không ủng hộ tiền điện tử""",https://genk.vn/nguyen-ha-dong-toi-khong-lien-quan-den-tro-choi-cua-ho-toi-khong-ban-bat-cu-thu-gi-va-cung-khong-ung-ho-tien-dien-tu-20240916100647772.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/9/16/avatar1726455911518-17264559126381338194451.png,"Mới đây, Nguyễn Hà Đông, ""cha đẻ"" Flappy Bird, đã chính thức khẳng định không liên quan đến phiên bản của Flappy Bird Foundation.",26 ngày trước,Apps/Games
Xu hướng chuyển dịch nền tảng chơi game của thời đại mới,https://genk.vn/xu-huong-chuyen-dich-nen-tang-choi-game-cua-thoi-dai-moi-20240915103822896.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/9/15/avatar1726371393462-1726371393965113004584.png,Xu hướng lựa chọn thiết bị chơi game của người chơi đang dần thay đổi trong những năm qua.,27 ngày trước,Apps/Games
"Rockstar có động thái mới, GTA 6 vẫn sẽ ra mắt đúng ""kế hoạch""",https://genk.vn/rockstar-co-dong-thai-moi-gta-6-van-se-ra-mat-dung-ke-hoach-20240915102602757.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/9/15/avatar1726370690637-17263706908411387153205.png,Động thái mới này từ phía Rockstar đang làm dấy lên những tranh cãi trái chiều trong cộng đồng GTA 6.,27 ngày trước,Apps/Games
"Xuất hiện vô số ""tool"" siêu cần thiết của Black Myth: Wukong, hữu ích với mọi game thủ",https://genk.vn/xuat-hien-vo-so-tool-sieu-can-thiet-cua-black-myth-wukong-huu-ich-voi-moi-game-thu-20240915102439725.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/9/15/avatar1726370588902-17263705895612003916279.png,"Nếu đã chán trải nghiệm Black Myth: Wukong theo cách thông thường, đây là lúc các game thủ cần dùng tới những bản mod dưới đây.",27 ngày trước,Apps/Games
"YouTube Content Star 2024 quy tụ dàn khách mời ""khủng"" của làng game, Cris Devil Gamer và MisThy đều góp mặt",https://genk.vn/youtube-content-star-2024-quy-tu-dan-khach-moi-khung-cua-lang-game-cris-devil-gamer-va-misthy-deu-gop-mat-20240912170629556.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/9/12/avatar1726135555698-17261355570511693731148.png,"Nhiều cái tên YouTuber hàng đầu Cris Devil Gamer, MisThy, Huy Oppa… sẽ xuất hiện trong chương trình thực tế về sáng tạo nội dung Free Fire - Content Star 2024.",1 tháng trước,Apps/Games
Điểm mặt những tựa game xuất hiện trong sự kiện ra mắt Apple iPhone 16,https://genk.vn/diem-mat-nhung-tua-game-xuat-hien-trong-su-kien-ra-mat-apple-iphone-16-20240912150633406.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/9/12/avatar1726128355385-17261283555831515982563.jpg,Apple đã hé lộ rất nhiều tựa game thú vị trong buổi live vừa qua.,1 tháng trước,Apps/Games
Black Myth: Wukong xuất hiện phiên bản 4 nút,https://genk.vn/black-myth-wukong-xuat-hien-phien-ban-4-nut-20240912150056089.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/9/12/avatar1726127861045-17261278617551469189191.png,Đây là một trải nghiệm rất khác với siêu phẩm Black Myth: Wukong.,1 tháng trước,Apps/Games
"Roblox không còn chỉ là 'sân chơi' của trẻ em: Lợi nhuận khủng, đặt mục tiêu 1 tỷ người dùng",https://genk.vn/roblox-khong-con-chi-la-san-choi-cua-tre-em-loi-nhuan-khung-dat-muc-tieu-1-ty-nguoi-dung-2024090714153582.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/9/7/afkgaming2023-117d309538-9653-47-17256921157781568569537-0-106-630-1114-crop-1725693214147713089559.png,"Khi Roblox tiến gần hơn đến mục tiêu 1 tỷ người dùng, công ty này đang tìm cách mới để chia sẻ doanh thu với các nhà phát triển, những người đã tạo ra hàng triệu trò chơi trên nền tảng này.",1 tháng trước,Apps/Games
"Lộ diện tựa game cho game thủ tự tay chế tác ""smartphone trong mơ"", nhập vai thành CEO công ty sản xuất điện thoại di động",https://genk.vn/lo-dien-tua-game-cho-game-thu-tu-tay-che-tac-smartphone-trong-mo-nhap-vai-thanh-ceo-cong-ty-san-xuat-dien-thoai-di-dong-20240906220930027.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/9/6/ss170eeddff6b048f0430d02e033c84-1725635291883272876053-0-0-337-539-crop-17256352995262056493754.png,"Giữa ""cơn bão"" tin đồn về iPhone 16, một tựa game mô phỏng hấp dẫn mang tên Mad Smartphone Tycoon cho phép người chơi tự do ""nhào nặn"" chiếc smartphone trong mơ của riêng mình.",1 tháng trước,Apps/Games
YouTube Content Star - Cuộc thi sáng tạo dành riêng cho game thủ Free Fire khu vực Đông Nam Á,https://genk.vn/youtube-content-star-cuoc-thi-sang-tao-danh-rieng-cho-game-thu-free-fire-khu-vuc-dong-nam-a-20240905224453999.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/9/5/photo-1725550409105-172555040927137536814-0-89-1125-1889-crop-17255507754562055616458.jpg,"Trước đây được biết đến với tên gọi ""Spark Your Fire"", cuộc thi này nhằm nuôi dưỡng những nhà sáng tạo Free Fire tiềm năng thông qua các thử thách sáng tạo nội dung.",1 tháng trước,Apps/Games
"Lộ diện ông trùm đứng sau Black Myth: Wukong: Sở hữu công ty giá trị tỷ đô, lọt danh sách 30 Under 30” của Forbes",https://genk.vn/lo-dien-ong-trum-dung-sau-black-myth-wukong-so-huu-cong-ty-gia-tri-ty-do-lot-danh-sach-30-under-30-cua-forbes-20240905085102275.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/9/5/avatar1725501021612-17255010226091232654868.jpg,"Cuối cùng, nhân vật đứng sau tựa game đình đám Black Myth: Wukong cũng đã lộ diện.",1 tháng trước,Apps/Games
Game thủ quốc tế đổ xô tìm hiểu về Khương Tử Nha và Chung Quỳ: Chuẩn bị sẵn sàng cho hậu bản của Black Myth: Wukong,https://genk.vn/game-thu-quoc-te-do-xo-tim-hieu-ve-khuong-tu-nha-va-chung-quy-chuan-bi-san-sang-cho-hau-ban-cua-black-myth-wukong-20240904180250393.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/9/4/jiang-ziya-1725447623562-1725447623940561422687-0-0-562-899-crop-1725447630116625308941.jpg,"Bên cạnh việc giới thiệu lai lịch của hai nhân vật, một game thủ còn chia sẻ suy đoán của mình về lối chơi của hai tựa game liên quan tới những nhân vật này",1 tháng trước,Apps/Games
Hai nhà sáng lập đứng sau Black Myth Wukong đã làm gì để biến 'giấc mơ' tạo ra tựa game AAA đầu tiên của Trung Quốc thành hiện thực?,https://genk.vn/hai-nha-sang-lap-dung-sau-black-myth-wukong-da-lam-gi-de-bien-giac-mo-tao-ra-tua-game-aaa-dau-tien-cua-trung-quoc-thanh-hien-thuc-20240903184920139.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/9/3/108027581-1725008127957-gettyima-17253639897881255968205-0-60-1045-1732-crop-17253639967361716304580.png,Làm thế nào mà một công ty chỉ có khoảng 100 người lại có thể tạo ra một trò chơi đột phá như vậy?,1 tháng trước,Apps/Games
Công nghệ đồ họa ấn tượng đằng sau thành công của game 'Black Myth: Wukong',https://genk.vn/cong-nghe-do-hoa-an-tuong-dang-sau-thanh-cong-cua-game-black-myth-wukong-2024090308352336.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/9/3/thumb-17563412-172532726602779102856-0-145-1080-1873-crop-1725327284826823390334.png,"Là tựa game AAA đầu tiên của Trung Quốc, Black Myth: Wukong mau chóng đạt được thành công ngoài sức tưởng tượng.",1 tháng trước,Apps/Games
"Vừa khoe lên mạng, CEO Xiaomi Lôi Quân hào phóng tặng luôn phiên bản siêu hiếm của Black Myth Wukong khi thấy cấp dưới 'xin xỏ'",https://genk.vn/thay-cap-duoi-xin-xo-ceo-xiaomi-loi-quan-hao-phong-tang-luon-phien-ban-sieu-hiem-cua-black-myth-wukong-20240902154933621.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/9/2/5234737-cover-ceo-xiaomi-lei-jun-1725266715346878528097-0-0-1238-1981-crop-1725266725036164263899.png,"Người đứng đầu thương hiệu con Redmi được ""sếp lớn"" Lôi Quân thưởng phiên bản đặc biệt của tựa game nóng bậc nhất Trung Quốc hiện nay - Black Myth Wukong.",1 tháng trước,Apps/Games
"Black Myth: Wukong đang khiến cả thế giới ""dậy sóng"", những con số khủng xô đổ loạt kỷ lục làng game, Ngộ Không Hắc Ám khiến cả Trung Quốc tự hào!",https://genk.vn/black-myth-wukong-dang-khien-ca-the-gioi-day-song-nhung-con-so-khung-xo-do-loat-ky-luc-lang-game-ngo-khong-hac-am-khien-ca-trung-quoc-tu-hao-20240902081449301.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/9/2/avatar1725239392692-1725239395121590313889.jpg,"Từ ban đầu chỉ là một tựa game được game thủ chờ đợi, Black Myth: Wukong liên tiếp tạo nên loạt kỷ lục trước nay chưa từng có. Thậm chí, hiệu ứng sau khi ra mắt của game bom tấn này còn vượt ra khỏi những gì mà người ta kỳ vọng.",1 tháng trước,Apps/Games
"Gmail có tính năng ""viết mail giúp"" người dùng",https://genk.vn/gmail-co-tinh-nang-viet-mail-giup-nguoi-dung-202409010744462.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/9/1/avatar1725151429474-1725151429714308143930.jpg,"Hai tính năng mới của Gemini đã được Google công bố sử dụng cho Gmail. Qua đó, trí tuệ nhân tạo (AI) sẽ hỗ trợ viết email và sửa chữa bản nháp email hiệu quả, giúp giảm bớt thời gian soạn thảo.",1 tháng trước,Apps/Games
"Threads không còn chỉ là 'vũ trụ Gen Z': Tỷ lệ người dùng Gen Y tăng vọt, các thương hiệu đứng trước cơ hội mới",https://genk.vn/threads-khong-con-chi-la-vu-tru-gen-z-ty-le-nguoi-dung-gen-y-tang-vot-cac-thuong-hieu-dung-truoc-co-hoi-moi-20240831083532358.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/8/31/avatar1725068084303-17250680844031523512465.jpg,"Theo số liệu mới được công bố, mạng xã hội Threads đang phát triển vượt bậc tại Việt Nam, nhanh chóng mở rộng tệp người dùng vượt ra ngoài đối tượng Gen Z.",1 tháng trước,Apps/Games
"Thị trường ví điện tử Việt: VinID sắp “thay da đổi thịt”, MoMo chiếm tới 68% thị phần, còn những cái tên khác đã làm gì để Đổi mới Sáng tạo?",https://genk.vn/thi-truong-vi-dien-tu-viet-vinid-sap-thay-da-doi-thit-momo-thi-phan-cao-lo-cung-nhieu-va-nhung-cai-ten-khac-da-lam-gi-de-doi-moi-sang-tao-20240829113514889.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/8/29/tt-vi-dien-tu-viet-1709087824867-17090878254931289088438-17249054640621800953371-251-535-811-1431-crop-17249060143142109643229.jpg,"Các ví điện tử Việt đều đã và đang chuyển đổi thành siêu ứng dụng, tích hợp nhiều tiện ích , tính năng hấp dẫn hơn để thu hút và giữ chân người dùng trong bối cảnh cạnh tranh khốc liệt.",1 tháng trước,Apps/Games
"Đăng ký ngay Tiên Kiếm mobile, hóa thân Lý Tiêu Dao, phiêu lưu Tiên giới",https://genk.vn/dang-ky-ngay-tien-kiem-mobile-hoa-than-ly-tieu-dao-phieu-luu-tien-gioi-20240828142505533.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/8/28/avatar1724829935011-17248299358511856626941.png,"Được ủy quyền chính thống bởi IP loạt game Tiên Kiếm Kỳ Hiệp Truyện – Game mobile casual RPG tiên hiệp hoàn toàn mới ""Tiên Kiếm: Gặp Lại Tiêu Dao"" tưng bừng mở đăng ký trước!",1 tháng trước,Apps/Games
Tại sao 'Black Myth: Wukong' có thể tạo ra cơn 'sốt' trong cộng đồng game thủ trên toàn thế giới?,https://genk.vn/tai-sao-black-myth-wukong-co-the-tao-ra-con-sot-trong-cong-dong-game-thu-tren-toan-the-gioi-20240828101809229.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/8/28/4-black-myth-wukong-how-to-respec-1724815023876193924296-0-474-2000-3674-crop-17248150313881255591666.jpg,"Black Myth: Wukong, trò chơi điện tử lấy cảm hứng từ Tây Du Ký, không chỉ là một hiện tượng trong làng game mà còn là biểu tượng của sự trỗi dậy mạnh mẽ của văn hóa Trung Quốc trên toàn cầu. Từ việc thống trị doanh thu bán hàng đến việc khiến người chơi phương Tây học tiếng Trung, trò chơi này đã minh chứng cho sức mạnh của văn hóa Trung Quốc trong ngành công nghiệp giải trí toàn cầu.",1 tháng trước,Apps/Games
Review Black Myth: Wukong: thiếu một chút để có thể trở thành kiệt tác của ngành trò chơi điện tử,https://genk.vn/review-black-myth-wukong-thieu-mot-chut-de-co-the-tro-thanh-kiet-tac-cua-nganh-tro-choi-dien-tu-20240828001122196.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/8/27/1-17247754656501405924569-0-0-1439-2302-crop-172477547703982404732.png,"Cống phẩm của ngành game tới đại văn hào Ngô Thừa Ân là một tác phẩm trên cả tuyệt vời, nhưng chưa thể chạm tới ngưỡng cửa “kiệt tác”.",1 tháng trước,Apps/Games
"Black Myth: Wukong báo tin buồn cho game thủ, không biết bao giờ mới khắc phục lỗi",https://genk.vn/black-myth-wukong-bao-tin-buon-cho-game-thu-khong-biet-bao-gio-moi-khac-phuc-loi-20240827140607375.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/8/27/avatar1724742307287-17247423081121305679956.png,Các fan của Black Myth: Wukong vẫn chưa nhận được lời hứa hẹn chính thức từ phía các game thủ.,1 tháng trước,Apps/Games
"Trung Quốc như sư tử cất tiếng gầm khi Tôn Ngộ Không ""múa gậy đại náo toàn cầu""",https://genk.vn/trung-quoc-nhu-su-tu-cat-tieng-gam-khi-ton-ngo-khong-mua-gay-dai-nao-toan-cau-2024082708493083.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/8/27/avatar1724723312303-17247233138831662240018.png,"Một ngày nào đó, sẽ có những người trẻ quyết định học tiếng Trung và đi du học ở Hà Bắc vì họ lớn lên cùng trò chơi ""Black Myth: Wukong"".",1 tháng trước,Apps/Games
"Không phải Tôn Ngộ Không, Trư Bát Giới mới là cái tên hot nhất Black Myth: Wukong",https://genk.vn/khong-phai-ton-ngo-khong-tru-bat-gioi-moi-la-cai-ten-hot-nhat-black-myth-wukong-20240826205653221.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/8/26/avatar1724680544429-17246805457521116927717.jpg,"Trong tựa game Black Myth: Wukong, cư dân mạng quan tâm đến Trư Bát Giới hơn cả Tôn Ngộ Không. Vậy đâu là lý do?",1 tháng trước,Apps/Games
Tay cầm PlayStation này có gì đặc biệt mà được rao bán với giá... 870 triệu đồng?,https://genk.vn/tay-cam-playstation-nay-co-gi-dac-biet-ma-duoc-rao-ban-voi-gia-870-trieu-dong-2024082614183518.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/8/26/lup2jm8riqpmmbfbv3frci-650-80-17246555469471568755014-0-14-366-600-crop-1724656031513619013574.jpg,Một chiếc tay cầm mà rất ít người có cơ hội được thấy tận mắt.,1 tháng trước,Apps/Games
Black Myth: Wukong trở thành game bán chạy nhất mọi thời đại,https://genk.vn/black-myth-wukong-tro-thanh-game-ban-chay-nhat-moi-thoi-dai-20240824114038483.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/8/24/jqpxv7gh82psbnzedkfbhq-1724473996763775269932-0-0-1080-1728-crop-17244740072491978037223.jpg,Sự phổ biến của trò chơi này tại thị trường Trung Quốc được cho là một trong số những lý do chính.,1 tháng trước,Apps/Games
"Mất bao lâu để game thủ ""phá đảo"" Black Myth: Wukong?",https://genk.vn/mat-bao-lau-de-game-thu-pha-dao-black-myth-wukong-20240824110713049.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/8/24/avatar1724472359552-1724472360275519173752.jpg,"Black Myth: Wukong là một tựa game không quá dễ, và để hoàn thành trò chơi này, người chơi cần bao lâu?",1 tháng trước,Apps/Games
"Black Myth: Wukong vừa ra mắt 48h đã có ""bản nhái"" trên Mobile khiến CĐM ""hết hồn"" vì độ chi tiết",https://genk.vn/black-myth-wukong-vua-ra-mat-48h-da-co-ban-nhai-tren-mobile-khien-cdm-het-hon-vi-do-chi-tiet-20240823145435196.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/8/23/avatar1724399573280-1724399575013108825125.jpg,Game thủ Black Myth: Wukong đi từ ngỡ ngàng này đến ngạc nhiên khác.,1 tháng trước,Apps/Games
