title,link,image,description,createdAt,category
"Giàu nhất thế giới nhưng đến Elon Musk cũng phải nài nỉ CEO NVIDIA Jensen Huang để được mua GPU: ""Làm ơn, hãy nhận tiền của chúng tôi""",https://genk.vn/giau-nhat-the-gioi-nhung-den-elon-musk-cung-phai-nai-ni-ceo-nvidia-jensen-huang-de-duoc-mua-gpu-lam-on-hay-nhan-tien-cua-chung-toi-20240917151249259.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/9/17/avatar1726560732559-172656073384062492896.jpg,"Gần đây, Jensen Huang cho biết nhu cầu về các chip AI Blackwell sắp ra mắt của công ty ""vượt xa nguồn cung"".",25 ngày trước,Internet
"Kênh Youtube gây phẫn nộ khi ""câu view"" với tiêu đề sai sự thật từ nỗi đau của làng Nủ",https://genk.vn/kenh-youtube-gay-phan-no-khi-cau-view-voi-tieu-de-sai-su-that-tu-noi-dau-cua-lang-nu-20240917142102134.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/9/17/avatar1726557571175-17265575715321730822331.jpg,Kênh Youtube 'Những bài học nhỏ' được cho là đã đăng tải video có tiêu đề 'Quả báo Làng Nủ Lào Cai' khiến cộng đồng mạng phẫn nộ.,25 ngày trước,Internet
"Chân dung Nguyễn Hà Đông: Cha đẻ tựa game Flappy Bird, hiện tượng từng gây sốt toàn cầu 10 năm trước, là lịch sử của ngành game Việt",https://genk.vn/chan-dung-nguyen-ha-dong-cha-de-tua-game-flappy-bird-hien-tuong-tung-gay-sot-toan-cau-10-nam-truoc-la-lich-su-cua-nganh-game-viet-20240916143718154.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/9/16/avatar1726472103115-17264721034311040772896.png,"Nguyễn Hà Đông sinh năm 1985, anh là người viết nên tựa game đình đám một thời từng ghi danh vào kỷ lục Guinness - Flappy Bird.",26 ngày trước,Internet
Màn hồi sinh đầy ngờ vực của Flappy Bird,https://genk.vn/man-hoi-sinh-day-ngo-vuc-cua-flappy-bird-20240915084824044.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/9/15/avatar1726364871624-17263648718902121060656.jpeg,Nhiều người đang nghi ngờ về mục đích thật sự khi Flappy Bird quay trở lại sau hơn 10 năm.,27 ngày trước,Internet
"Làm giả sao kê có thể bị phạt như đưa tin giả, chiếm đoạt tiền từ thiện thậm chí bị xử lý hình sự",https://genk.vn/lam-gia-sao-ke-co-the-bi-phat-nhu-dua-tin-gia-chiem-doat-tien-tu-thien-tham-chi-bi-xu-ly-hinh-su-2024091318092989.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/9/13/avatar1726225618148-17262256200871130444743.jpg,"Mới đây, Ban Vận động cứu trợ Trung ương cũng đã đăng tải cụ thể danh sách các tổ chức, cá nhân ủng hộ. Đặc biệt, sau khi đăng tải danh sách cộng đồng mạng đã phát hiện ra một số cá nhân làm giả tin nhắn chuyển tiền, làm giả ảnh chụp màn hình về số tiền từ thiện.",29 ngày trước,Internet
Đọc sao kê ngân hàng của Mặt trận Tổ quốc Việt Nam như thế nào?,https://genk.vn/doc-sao-ke-ngan-hang-cua-mat-tran-to-quoc-viet-nam-nhu-the-nao-20240913114228249.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/9/13/avatar1726202507538-1726202507844401915179.jpg,"Mới đây, trên Fanpage chính thức, Ủy ban Mặt trận Tổ quốc Việt Nam vừa công bố thống kê số tiền ủng hộ qua số tài khoản Vietcombank 0011.00.1932418 từ ngày 1/9/2024 đến ngày 10/9/2024.",29 ngày trước,Internet
"Một trường Đại học Hàn Quốc bị tấn công mạng, hơn 80.000 nữ sinh đã tốt nghiệp bị lộ loạt thông tin cá nhân",https://genk.vn/mot-truong-dai-hoc-han-quoc-bi-tan-cong-mang-hon-80000-nu-sinh-da-tot-nghiep-bi-lo-loat-thong-tin-ca-nhan-20240909152032615.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/9/9/avatar1725869959377-1725869959605787118717.jpg,"Ngày 6/9, trường Đại học Nữ sinh Ewha đã đăng tải lời xin lỗi do sự cố trên.",1 tháng trước,Internet
"Amazon tuyên bố tiết kiệm 4.500 năm làm việc nhờ 1 sản phẩm AI, từ Microsoft đến Google phải run sợ?",https://genk.vn/amazon-tuyen-bo-tiet-kiem-4500-nam-lam-viec-nho-1-san-pham-ai-tu-microsoft-den-google-phai-run-so-20240906153525142.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/9/6/avatar1725611665940-1725611666165737680908.jpg,Liệu sản phẩm AI này của Amazon có thực sự đáng sợ?,1 tháng trước,Internet
Instagram cho phép người dùng bình luận trên Stories,https://genk.vn/instagram-cho-phep-nguoi-dung-binh-luan-tren-stories-20240905001301572.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/9/4/instagramstorycomments4-1725468764227382956703-29-0-779-1200-crop-1725469375127611231045.jpeg,"Tuy nhiên, không phải bất cứ ai cũng có thể bình luận vào Stories của người khác.",1 tháng trước,Internet
"Rúng động Hàn Quốc: Nạn deepfake hoành hành trở lại, hàng trăm thiếu nữ xuất hiện trong các video khiêu dâm nhạy cảm",https://genk.vn/rung-dong-han-quoc-nan-deepfake-hoanh-hanh-tro-lai-hang-tram-thieu-nu-xuat-hien-trong-cac-video-khieu-dam-nhay-cam-2024090415550665.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/9/4/avatar1725439937192-17254399376331159172913.png,"Nỗi lo sợ bao trùm cả Hàn Quốc khi nhiều phụ nữ, nữ sinh tại nước này đang hoang mang bởi họ rất có thể là nạn nhân của hàng loạt video deepfake khiêu dâm.",1 tháng trước,Internet
"Brazil chặn X, phạt người dân 8.900 USD/ngày nếu cố dùng VPN để ""vượt rào""",https://genk.vn/brazil-chan-x-phat-nguoi-dan-8900-usd-ngay-neu-co-dung-vpn-de-vuot-rao-20240903103633184.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/9/3/brazilxthumb-1725334360298602199352-0-22-585-958-crop-17253344562091353675976.jpeg,Các mạng xã hội đối thủ cũng đã chứng kiến lượt đăng ký tăng vọt sau lệnh cấm.,1 tháng trước,Internet
"Biểu tượng Facebook trên iPhone bỗng dưng ""đen xì"": Meta chính thức đưa ra lời giải thích",https://genk.vn/bieu-tuong-facebook-tren-iphone-bong-dung-den-xi-meta-chinh-thuc-dua-ra-loi-giai-thich-2024083111150281.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/8/31/image-from-ios-1-1725077135925238170362-355-0-804-719-crop-1725077162077380306005.jpeg,Một câu hỏi được rất nhiều người dùng thắc mắc trong những ngày gần đây.,1 tháng trước,Internet
Doanh nghiệp Việt hợp tác cùng Qualcomm ứng dụng AI để phục dựng ảnh liệt sỹ,https://genk.vn/doanh-nghiep-viet-hop-tac-cung-qualcomm-ung-dung-ai-de-phuc-dung-anh-liet-sy-20240831001349796.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/8/30/dng04492-1725037627863117123979-46-310-1245-2228-crop-17250380135001161108876.jpg,Công ty công nghệ Hyratek cam kết hỗ trợ hạ tầng phần cứng AI cho dự án Phục Dựng Ảnh Liệt Sỹ của Thành Đoàn Hà Nội.,1 tháng trước,Internet
SChannel đồng hành cùng cộng đồng mạng trong chiến dịch lan tỏa sắc cờ đỏ nhân dịp Quốc Khánh 2/9,https://genk.vn/schannel-dong-hanh-cung-cong-dong-mang-trong-chien-dich-lan-toa-sac-co-do-nhan-dip-quoc-khanh-2-9-2024082415072091.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/8/24/5293-812-1724486807963887864419-0-0-1250-2000-crop-17244868121511751269434.jpg,"Nhân dịp kỷ niệm 79 năm Quốc khánh nước Cộng hòa xã hội chủ nghĩa Việt Nam (2/9/1945 - 2/9/2024), một chiến dịch đặc biệt mang tên Ngày Quốc khánh (#NgayQuocKhanh) đã được phát động với sự phối hợp giữa TikTok, Hội Liên hiệp Thanh niên, Cục Thông tin đối ngoại (Bộ Thông tin và Truyền thông), và Schannel Network. Chiến dịch này tập trung triển khai các video xu hướng với chủ đề lan tỏa tình yêu Tổ quốc và tinh thần dân tộc, đặc biệt thông qua hình ảnh biểu tượng của lá cờ Việt Nam.",1 tháng trước,Internet
Ronaldo đạt nút vàng YouTube nhanh nhất lịch sử,https://genk.vn/ronaldo-dat-nut-vang-youtube-nhanh-nhat-lich-su-2024082409334221.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/8/24/avatar1724466595200-1724466595807951813759.jpg,"Đáng chú ý, chỉ 1 giờ 29 phút kể từ khi được thành lập, kênh YouTube ""UR Cristiano"" của ngôi sao bóng đá Cristiano Ronaldo đã cán mốc 1 triệu lượt theo dõi.",1 tháng trước,Internet
"Ronaldo vừa mở kênh YouTube đã ""vượt mặt"" Jennie (BLACKPINK): Đạt 1 triệu lượt sub, rinh nút vàng nhanh nhất lịch sử",https://genk.vn/ronaldo-vua-mo-kenh-youtube-da-vuot-mat-jennie-blackpink-dat-1-trieu-luot-sub-rinh-nut-vang-nhanh-nhat-lich-su-20240822084506845.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/8/22/avatar1724291058886-17242910592021663408041.jpg,Thời gian Ronaldo chạm mốc 1 triệu lượt sub đã xô đổ kỷ lục đạt Nút Vàng YouTube nhanh nhất trước đó của Jennie (BLACKPINK).,1 tháng trước,Internet
"Đẳng cấp như ""youtuber"" Ronaldo, lập kênh 10 tiếng nút vàng ""ship"" tận nhà, chuẩn bị nhận nút kim cương",https://genk.vn/dang-cap-nhu-youtuber-ronaldo-lap-kenh-10-tieng-nut-vang-ship-tan-nha-chuan-bi-nhan-nut-kim-cuong-20240822084314453.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/8/22/avatar1724290951416-1724290951564555874486.jpg,Cristiano Ronaldo đã ra mắt kênh Youtube cá nhân và lập kỷ lục nhận nút vàng với hơn 1 triệu lượt người theo dõi nhanh nhất lịch sử.,1 tháng trước,Internet
"Nóng: Ronaldo chính thức lập kênh YouTube, lượt theo dõi bùng nổ không tưởng",https://genk.vn/nong-ronaldo-chinh-thuc-lap-kenh-youtube-luot-theo-doi-bung-no-khong-tuong-20240822084214464.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/8/22/avatar1724290859590-1724290860247742275132.jpg,Ronaldo cuối cùng cũng đã trở thành Youtuber!,1 tháng trước,Internet
"Database vật lý gặp sự cố không thể truy cập được, doanh nghiệp chuyển sử dụng Bizfly Cloud Database",https://genk.vn/database-vat-ly-gap-su-co-khong-the-truy-cap-duoc-doanh-nghiep-chuyen-su-dung-bizfly-cloud-database-20240821180934917.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/8/21/avatar1724238623079-17242386238461958059297.png,"Đảm bảo khả năng truy cập ứng dụng liên tục trong mọi tình huống là rất quan trọng trong việc cung cấp trải nghiệm người dùng liền mạch. Điều này đặc biệt đúng đối với hệ thống cơ sở dữ liệu, là nền tảng của nhiều ứng dụng.",1 tháng trước,Internet
Ai cũng có thể là nạn nhân của lừa đảo trực tuyến,https://genk.vn/ai-cung-co-the-la-nan-nhan-cua-lua-dao-truc-tuyen-20240820110226389.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/8/20/avatar1724126461192-17241264627251576318378.png,"VTV.vn - Với sự tham gia của NSND Xuân Bắc, Tun Phạm và Khánh Vy, chiến dịch ""Nhận diện lừa đảo"" thêm phần lan tỏa mạnh mẽ thông điệp phòng chống lừa đảo đến đông đảo người dân.",1 tháng trước,Internet
"Giảm một nửa dung lượng lưu trữ miễn phí, Zalo khiến cộng đồng mạng bất bình",https://genk.vn/giam-mot-nua-dung-luong-luu-tru-mien-phi-zalo-khien-cong-dong-mang-bat-binh-20240815141104254.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/8/19/zalo-la-gi-1724053784140770639387-110-0-860-1200-crop-17240537897841956601635.jpg,Đây được cho là biện pháp của Zalo nhằm khuyến khích người dùng đăng ký gói lưu trữ đám mây zCloud.,1 tháng trước,Internet
"Giám đốc Khoa học tại Google: ""Trong dài hạn, AI có thể mang đến thay đổi cho cả nhân loại""",https://genk.vn/giam-doc-khoa-hoc-tai-google-trong-dai-han-ai-co-the-mang-den-thay-doi-cho-ca-nhan-loai-20240819135936717.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/8/19/img20240818092612-17240501994571017724405-456-245-1388-1736-crop-1724050223009523110281.jpg,"Bên cạnh đó, ông cũng đặt niềm tin vào sự phát triển của lĩnh vực AI tại Việt Nam khi tập trung giải quyết các vấn đề mang tính thời sự như y tế, giáo dục..v..v..",1 tháng trước,Internet
"Ông Trump dùng sạc dự phòng Trung Quốc, dân mạng gọi tên 'MAGASafe'",https://genk.vn/ong-trump-dung-sac-du-phong-trung-quoc-dan-mang-goi-ten-magasafe-20240817142639624.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/8/17/avatar1723879433263-1723879433386254094462.png,"Trong cuộc điện thoại với tỷ phú Elon Musk gần đây, ông Trump sử dụng một đế sạc dự phòng từ hãng Trung Quốc, khiến cư dân mạng không khỏi thích thú.",1 tháng trước,Internet
Khách thuê nhà để đào coin khiến chủ nhà khốn đốn,https://genk.vn/khach-thue-nha-de-dao-coin-sac-xe-dien-khien-chu-nha-khon-don-20240816151325586.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/8/16/maxresdefault-4-1723795974270801399362-17-104-709-1211-crop-1723795993257603892631.jpg,Một vụ việc hy hữu đã được chia sẻ trên TikTok gần đây.,1 tháng trước,Internet
Trào lưu nhắn tin tình cảm với ChatGPT: Liệu con người có bị AI 'tán đổ'?,https://genk.vn/trao-luu-nhan-tin-tinh-cam-voi-chatgpt-lieu-con-nguoi-co-bi-ai-tan-do-20240814154159501.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/8/14/avatar1723624863032-17236248696381519652743.png,"Bên cạnh những lo ngại về đạo đức hay khả năng AI thay thế chúng ta trong một số công việc, một vấn đề ít được chú ý hơn là tác động tâm lý của nó tới con người.",1 tháng trước,Internet
"Alibaba.com công bố dịch vụ mới: Giao hàng toàn cầu trong thời gian ngắn, thanh toán được bằng Zalo Pay và Momo",https://genk.vn/alibabacom-cong-bo-dich-vu-moi-giao-hang-toan-cau-trong-thoi-gian-ngan-thanh-toan-duoc-bang-zalo-pay-va-momo-20240815185901077.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/8/15/img20240815142400-1723722937760397644233-81-0-1361-2048-crop-17237229496621875297061.jpg,"Với việc trở thành thị trường đầu tiên trong khu vực Nam Á và Đông Nam Á được giới thiệu dịch vụ này, cơ hội đưa hàng đến toàn cầu đang mở rộng với doanh nghiệp Việt hơn bao giờ hết.",1 tháng trước,Tin ICT
"Google Maps thường không chỉ ngắn nhất mà chọn đường vòng, lý do vì sao?",https://genk.vn/google-maps-thuong-khong-chi-ngan-nhat-ma-chon-duong-vong-ly-do-vi-sao-20240813142309937.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/8/13/avatar1723533715674-1723533716161345467465.png,"Khi bạn nhập một địa chỉ vào Google Maps, ứng dụng không chọn tuyến đường ngắn nhất mà thay vào đó luôn là tuyến đường trông có vẻ dài hơn.",1 tháng trước,Internet
"Sự lạ: ChatGPT bỗng dưng nói ""KHÔNG"" trước khi trả lời tiếp",https://genk.vn/su-la-xay-ra-khi-openai-thu-nghiem-chatgpt-ban-moi-chatbot-nhai-giong-nguoi-hoi-de-tra-loi-20240811193738598.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/8/11/370b49be07bd5e39903700ee38ce5b6c-1723385606683515901436-0-22-562-921-crop-17233856113091105127607.jpg,Sự cố kỳ lạ khiến cộng đồng mạng đưa ra nhiều giả thuyết rùng rợn về AI có nhận thức.,2 tháng trước,Internet
Vòng xoáy tấn công bằng mã độc tống tiền đặt ra bài toán tăng cường bảo mật,https://genk.vn/vong-xoay-tan-cong-bang-ma-doc-tong-tien-dat-ra-bai-toan-tang-cuong-bao-mat-20240805082417857.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/8/5/avatar1722820968838-1722820970961812072850.jpg,"Tấn công ransomware được xem là vấn nạn chung với các tổ chức, doanh nghiệp. Vấn nạn này đặt ra bài toán phải tăng cường bảo mật, bảo vệ an toàn thông tin.",2 tháng trước,Internet
"Nền tảng Russian Coms chuyên lừa đảo, gian lận toàn cầu vừa bị triệt phá",https://genk.vn/nen-tang-russian-coms-chuyen-lua-dao-gian-lan-toan-cau-vua-bi-triet-pha-20240804150146918.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/8/4/avatar1722758443378-17227584450981588592227.jpg,"Cơ quan phòng chống tội phạm quốc gia Anh (NCA) cho biết, chính quyền nước này đã triệt phá và đóng cửa 1 nền tảng trực tuyến, cho phép tội phạm thực hiện các cuộc gọi điện thoại lừa đảo để đánh cắp tiền của hàng trăm nghìn người trên toàn cầu.",2 tháng trước,Internet
Tội phạm mạng liên tục thay đổi hình thức lừa đảo theo xu hướng thời sự,https://genk.vn/toi-pham-mang-lien-tuc-thay-doi-hinh-thuc-lua-dao-theo-xu-huong-thoi-su-20240804094642988.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/8/4/avatar1722739548966-1722739549977362025105.jpg,"Cập nhật lương hưu, VssID 4.0, xác thực sinh trắc học ngân hàng, cài đặt ứng dụng thuế, dẫn dụ đường link xem Olympic Paris 2024… là những hình thức lừa đảo của tội phạm mạng khiến nhiều người bị mắc bẫy do mất cảnh giác.",2 tháng trước,Internet
"Livestream bán hàng doanh thu 150 tỉ đồng, cần siết quản lý thuế",https://genk.vn/livestream-ban-hang-doanh-thu-150-ti-dong-can-siet-quan-ly-thue-20240803080728863.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/8/3/avatar1722647149907-17226471501761447401707.jpg,(NLĐO)- Các cá nhân livestream bán hàng cũng cần chú ý chọn lọc những sản phẩm chất lượng thuộc những nhãn hàng uy tín để đảm bảo quyền lợi người dùng,2 tháng trước,Internet
"Google rút video quảng cáo về AI ""Dear Sydney"" sau làn sóng chỉ trích",https://genk.vn/google-rut-video-quang-cao-ve-ai-dear-sydney-sau-lan-song-chi-trich-20240803083148036.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/8/3/google-ai-gemini-ad-1722647537026-17226475371941147986108-45-0-1036-1585-crop-17226476413101606157673.png,Quảng cáo sử dụng Google Gemini để viết thư người hâm mộ dưới giọng của một bé gái đã gặp phản ứng dữ dội từ cộng đồng mạng. Google đã phải rút lại quảng cáo này sau khi bị chỉ trích vì đánh giá sai giá trị của biểu hiện chân thành từ con người.,2 tháng trước,Internet
"Cổ phiếu Intel tụt 30% chỉ sau một đêm, 39 tỷ USD vốn hoá thị trường ""bốc hơi""",https://genk.vn/co-phieu-intel-tut-30-chi-sau-mot-dem-39-ty-usd-von-hoa-thi-truong-boc-hoi-20240803081421335.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/8/3/1x-1-1722647536389-17226475382361670882636-81-0-1331-2000-crop-1722647631503283890461.jpg,Uy tín của Intel bị ảnh hưởng nặng nề khi cổ phiếu giảm 30% trong một đêm cùng với các vụ kiện liên quan đến thế hệ chip Raptor Lake.,2 tháng trước,Internet
Apple công bố doanh thu khủng trong Quý 3/2024: Không còn nhờ iPhone nữa,https://genk.vn/apple-cong-bo-doanh-thu-khung-trong-quy-3-2024-khong-con-nho-iphone-nua-20240802124258529.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/8/2/photo-1722577283272-17225772839371951961483-0-120-675-1200-crop-17225773160651150199496.jpeg,Kết quả tài chính của quý 3 năm tài chính 2024 cho thấy Apple đang có sự tăng trưởng mạnh mẽ.,2 tháng trước,Internet
Sự cố CrowdStrike khiến chúng ta nhớ lại sự kiện Y2K lịch sử của gần 25 năm về trước,https://genk.vn/su-co-crowdstrike-khien-chung-ta-nho-lai-su-kien-y2k-lich-su-cua-gan-25-nam-ve-truoc-20240801173108612.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/8/1/y2k-drill-e1577808333396-1722507841962118915286-149-0-599-720-crop-17225078511331993354268.jpg,Lịch sử những vụ “mất mạng” quy mô toàn cầu: từ lỗi phần cứng do “cá mập cắn cáp” đến lỗi phần mềm.,2 tháng trước,Khám phá
"KFC Việt Nam mang gà lên TikTok bán livestream, khách nhận hàng trong 1 giờ, phí ship chỉ 10.000 đồng: Một kỷ nguyên mới sắp bắt đầu?",https://genk.vn/kfc-viet-nam-mang-ga-len-tiktok-ban-livestream-khach-nhan-hang-trong-1-gio-phi-ship-chi-10000-dong-mot-ky-nguyen-moi-sap-bat-dau-20240801161801977.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/8/1/avatar1722503780307-17225037809361456223691.png,"Đằng sau các phiên livestream bán gà gây chú ý của KFC, với thời gian ship ""hỏa tốc"" và phí giao hàng ""rẻ bất ngờ"", là những chiến lược sản phẩm bài bản, giúp tỷ lệ doanh thu trên chi phí quảng cáo tăng tới hơn 10 lần.",2 tháng trước,Internet
