title,link,image,description,createdAt,category
Màn hình Gaming Acer Nitro: Dòng màn hình phổ thông được ưa chuộng cho game thủ,https://genk.vn/man-hinh-gaming-acer-nitro-dong-man-hinh-pho-thong-duoc-ua-chuong-cho-game-thu-20240820103904649.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/8/20/avatar1724125156280-17241251569271838623154.png,"Acer Nitro - dòng màn hình được thiết kế dành cho các game thủ với các tính năng vượt trội, mang đến thế giới gaming muôn mảng màu sắc cùng sự sống động không giới hạn.",1 tháng trước,Đồ chơi số
Intel đang khủng hoảng nhưng Ryzen 9000 của AMD vẫn 'ế ẩm': Một đại lý chỉ bán được 50 sản phẩm trong tuần đầu?,https://genk.vn/intel-dang-khung-hoang-nhung-ryzen-9000-cua-amd-van-e-am-mot-dai-ly-chi-ban-duoc-50-san-pham-trong-tuan-dau-20240819124534804.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/8/19/thumb-1280x720-229-1724045993326-17240459934921042937280-0-87-720-1239-crop-1724046216780783322978.jpg,"Các bộ vi xử lý mới nhất của AMD, Ryzen 9700X và 9600X thuộc dòng Zen 5 (Ryzen 9000), được cho là đã có một khởi đầu chậm chạp trên thị trường, theo dữ liệu bán hàng ban đầu. Tuy nhiên, cần cẩn trọng trước khi đưa ra bất kỳ kết luận chắc chắn nào.",1 tháng trước,Đồ chơi số
"Nhẫn thông minh đang 'nổi rần rần' trên Kickstarter: Tích hợp AI, pin 12 ngày, đã gọi vốn được tới 2.6 triệu USD",https://genk.vn/nhan-thong-minh-dang-noi-ran-ran-tren-kickstarter-tich-hop-ai-pin-12-ngay-da-goi-von-duoc-toi-26-trieu-usd-20240819162556842.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/8/19/nhan-ringconn-2-5-17240590818531545372889-0-24-360-600-crop-1724059092760736012200.jpg,Khi Samsung vẫn chưa bán ra Galaxy Ring thì đã có rất nhiều đối thủ nặng ký được tung ra thị trường rồi!,1 tháng trước,Đồ chơi số
Apple sắp ra mắt tới 3 mẫu AirPods mới: Lần đầu tiên AirPods thường có tính năng cao cấp này,https://genk.vn/apple-sap-ra-mat-toi-3-mau-airpods-moi-lan-dau-tien-airpods-thuong-co-tinh-nang-cao-cap-nay-20240819131621905.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/8/19/45459-88539-airpods-3-open-case-xl-1724048125650-1724048126517682624097-45-0-691-1033-crop-17240481466321033088262.jpg,Một tính năng cao cấp từ dòng AirPods Pro sẽ được Apple mang xuống dòng AirPods thường.,1 tháng trước,Đồ chơi số
"Rộ thông tin ARM đang tự mình phát triển card đồ họa để cạnh tranh với AMD, NVIDIA và Intel?",https://genk.vn/ro-thong-tin-arm-dang-tu-minh-phat-trien-card-do-hoa-de-canh-tranh-voi-amd-nvidia-va-intel-20240819122540948.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/8/19/arm-gaming-gpus-1724044981294-17240449820401879949018-0-159-1121-1953-crop-17240451014962035763109.jpg,"Arm, công ty chip nổi tiếng của Anh, đang làm việc để phát triển một dòng GPU (bộ xử lý đồ họa) dành cho người tiêu dùng, nhằm cạnh tranh trực tiếp với các tên tuổi lớn như AMD, NVIDIA và Intel.",1 tháng trước,Đồ chơi số
1 cái đúng và 1 cái sai trong cách dùng pin dự phòng nam châm với iPhone của ông Trump,https://genk.vn/1-cai-dung-va-1-cai-sai-trong-cach-dung-pin-du-phong-nam-cham-voi-iphone-cua-ong-trump-20240819025153864.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/8/18/cleanshot-2024-08-19-at-206332x-1724009024570972403277-163-0-907-1190-crop-1724010617482885986016.jpg,"Chỉ 1 bức ảnh chụp cùng chiếc iPhone đang sạc trên bàn, ông Trump cũng khiến nhiều fan công nghệ chú ý vì cách dùng pin dự phòng.",1 tháng trước,Đồ chơi số
"Xiaomi ra mắt máy khắc/mài/khoan mini: Động cơ tới 22.000 vòng/phút, pin 1 giờ, giá 626.000 đồng",https://genk.vn/xiaomi-ra-mat-may-khac-mai-khoan-mini-dong-co-toi-22000-vong-phut-pin-1-gio-gia-626000-dong-20240817115100166.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/8/17/mijia-electric-sharpener-3-1-1723869811967343236987-88-0-529-706-crop-17238698457151734201498.jpeg,Mức giá phải chăng là điểm đáng chú ý nhất của chiếc máy này.,1 tháng trước,Đồ chơi số
Trong tay có 1 triệu Đồng thì mua tai nghe không dây nào?,https://genk.vn/di-cho-nhung-tai-nghe-khong-day-chat-luong-cao-nhung-gia-thi-chua-toi-1-trieu-dong-20240816170940841.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/8/16/collage-172380263377933357456-0-35-1200-1955-crop-1723802640525222813044.png,"Đâu cần bỏ nhiều tiền để mua hàng hãng đắt tiền, tai nghe không dây giá rẻ giờ cũng đã quá tốt rồi!",1 tháng trước,Đồ chơi số
"Vòng đeo tay ""quốc dân"" Xiaomi Smart Band 9 mở đặt trước: Giá quá hời chỉ 890.000 đồng cho một món đồ công nghệ đáng mua",https://genk.vn/vong-deo-tay-quoc-dan-xiaomi-smart-band-9-mo-dat-truoc-gia-qua-hoi-chi-890000-dong-cho-mot-mon-do-cong-nghe-dang-mua-20240816190238265.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/8/16/8323d8cdly1hrtp8e2284j23344mox6u-1722933622984372735502-1382-0-2632-2000-crop-17238096726631174106945.jpg,Mẫu vòng đeo tay quốc dân mới nhất tới từ Xiaomi chính thức mở đặt trước với giá chỉ 890.000 đồng.,1 tháng trước,Đồ chơi số
"Kieslect chính thức giới thiệu: Bước chân phong cách ""Actor""",https://genk.vn/kieslect-chinh-thuc-gioi-thieu-buoc-chan-phong-cach-actor-20240816154835305.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/8/16/avatar1723798125669-17237981266661335062916.png,"Kieslect – Thương hiệu SmartWatch hàng đầu vừa công bố mẫu đồng hồ thể thao mới nhất – Kieslect ACTOR. Với sự kết hợp giữa công nghệ tiên tiến và thiết kế đẳng cấp, ACTOR hứa hẹn sẽ mang đến trải nghiệm thể thao cùng những công nghệ đậm phong cách.",1 tháng trước,Đồ chơi số
Tin buồn cho game thủ Nintendo: Switch 2 còn lâu mới ra mắt?,https://genk.vn/tin-buon-cho-game-thu-nintendo-switch-2-con-lau-moi-ra-mat-20240816002649971.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/8/15/nintendo-switch-2-it-might-not-come-out-in-early-2025-afterb2u81248-1723742699747-17237427006871016416863-0-0-780-1248-crop-17237427082981235898348.jpg,Người hâm mộ Nintendo sẽ phải chờ đợi thêm một thời gian nữa cho đến khi Switch 2 ra mắt. Tin đồn về việc máy chơi game mới của Nintendo sẽ ra mắt vào đầu năm 2025 đã bị dập tắt bởi những chia sẻ mới nhất từ giới chuyên môn.,1 tháng trước,Đồ chơi số
"Vòng đeo tay ""quốc dân"" Xiaomi Smart Band 9 chính thức ra mắt người dùng Việt, giá chỉ 890.000 đồng",https://genk.vn/vong-deo-tay-quoc-dan-xiaomi-smart-band-9-chinh-thuc-ra-mat-nguoi-dung-viet-gia-chi-890000-dong-20240815120056659.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/8/15/xiaomi-smart-band-91-172369749183551287830-200-162-715-986-crop-1723697551467802868133.jpg,"Xiaomi chính thức giới thiệu Xiaomi Smart Band 9, kế thừa từ dòng sản phẩm trước đó, cùng với tai nghe không dây Redmi Buds 6 Active và Redmi Buds 6 Lite thuộc phân khúc phổ thông.",1 tháng trước,Đồ chơi số
"GPU NVIDIA chuyên dụng cho AI quá đắt, start-up Trung Quốc chuyển sang ""săn lùng"" RTX 4090",https://genk.vn/gpu-nvidia-chuyen-dung-cho-ai-qua-dat-start-up-trung-quoc-chuyen-sang-san-lung-rtx-4090-20240815114802426.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/8/15/httpsd1e00ek4ebabmscloudfrontnetproductioncb986fbd-2350-41d4-a957-3988159da68f-172369719465375395672-0-24-394-654-crop-17236972124091063076549.jpg,Lệnh cấm vận của Mỹ khiến cho mức giá của GPU NVIDIA dành riêng cho AI tăng phi mã.,1 tháng trước,Đồ chơi số
"Kết nối 444 máy chơi game vào 1 chiếc TV, game thủ giành kỷ lục Guinness",https://genk.vn/ket-noi-444-may-choi-game-vao-1-chiec-tv-game-thu-gianh-ky-luc-guinness-20240815120750814.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/8/15/gaming-consoles-close-up-1723697563315349188216-0-24-600-984-crop-1723697585028406473195.jpeg,Gamer này phải làm cả file Excel để quản lý những chiếc máy chơi game của mình.,1 tháng trước,Đồ chơi số
"Đánh giá Corsair AIO iCUE LINK TITAN 360 RX RGB: Tản nhiệt khủng chuyên trị những chiếc CPU ""nóng bỏng""",https://genk.vn/danh-gia-corsair-aio-icue-link-titan-360-rx-rgb-tan-nhiet-khung-chuyen-tri-nhung-chiec-cpu-nong-bong-20240815121429785.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/8/15/l1150355-17236984655331893656136-0-0-1250-2000-crop-1723698746044607210283.jpg,"Khi những chiếc CPU đời mới ngày càng ngốn điện và tỏa nhiệt hơn, Corsair AIO iCUE LINK TITAN 360 RX RGB, kế tục sứ mệnh của những người tiền nhiệm, trở thành cứu cánh cho những cấu hình đội ""xanh"" nhưng không xanh với môi trường.",1 tháng trước,Đồ chơi số
Acer Nitro V ProPanel - Dòng laptop gaming có màn hình hiển thị chuẩn xác màu sắc,https://genk.vn/acer-nitro-v-propanel-dong-laptop-gaming-co-man-hinh-hien-thi-chuan-xac-mau-sac-20240815114251498.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/8/15/avatar1723697080398-17236970813551729304657.png,Acer Nitro V ProPanel là phiên bản nâng cấp đáng giá của dòng sản phẩm Nitro V quốc dân của Acer. Phiên bản ProPanel hứa hẹn mang lại sự trải nghiệm về hình ảnh và khả năng hiển thị màu sắc chuẩn xác.,1 tháng trước,Đồ chơi số
"Xiaomi ra mắt tai nghe không dây giá rẻ có chống ồn chủ động, pin tới 38 giờ, giá chỉ từ 490.000 đồng",https://genk.vn/xiaomi-ra-mat-tai-nghe-khong-day-gia-re-co-chong-on-chu-dong-pin-toi-38-gio-gia-chi-tu-490000-dong-20240815121419061.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/8/15/redmi-buds-6-lite1-17236984792061815534355-0-0-640-1024-crop-1723698631323453906336.jpg,"Redmi Buds 6 Lite và Buds 6 Active là bộ đôi tai nghe không dây giá rẻ mới tới từ Xiaomi, nổi bật với chất âm tốt và khả năng chống ồn chủ động ấn tượng.",1 tháng trước,Đồ chơi số
Cận cảnh ASUS ExpertBook B5 (B5404CMA): Laptop doanh nghiệp được tích hợp chip AI thì có gì nổi bật?,https://genk.vn/can-canh-asus-expertbook-b5-b5404cma-laptop-doanh-nghiep-duoc-tich-hop-chip-ai-thi-co-gi-noi-bat-20240815113504499.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/8/15/imgp1674-enhanced-nr-17236963203081041017828-67-0-1317-2000-crop-1723696328272655862.jpg,"Việc trang bị vi xử lý Intel Core Ultra không chỉ giúp ExpertBook B5 “bắt trend"" AI PC mà còn biến đây trở thành mẫu máy chuẩn doanh nghiệp khi đề cao tính cân bằng giữa hiệu năng, vẻ ngoài gọn gàng nhưng vẫn đảm bảo kết nối đa dạng cùng khả năng làm việc bền bỉ.",1 tháng trước,Đồ chơi số
"Trải nghiệm chuột chơi game Rapoo VT9 Air: Thiết kế siêu nhẹ, 2 chế độ kết nối, pin 160 giờ, dùng cảm biến PAW3398 xịn, giá chỉ 990.000 đồng",https://genk.vn/trai-nghiem-chuot-choi-game-rapoo-vt9-air-thiet-ke-sieu-nhe-2-che-do-ket-noi-pin-160-gio-dung-cam-bien-paw3398-xin-gia-chi-990000-dong-20240814180622521.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/8/14/genk-rapoo-vt9-air-29-17236331134581671823203-85-0-1365-2048-crop-17236335340581524462300.jpg,Rapoo VT9 Air hướng tới đối tượng game thủ chuyên nghiệp khi được trang bị nhiều tính năng hiện đại.,1 tháng trước,Đồ chơi số
NZXT mở dịch vụ cho thuê PC gaming theo tháng: Thừa thãi hay tiện lợi?,https://genk.vn/nzxt-mo-dich-vu-cho-thue-pc-gaming-theo-thang-thua-thai-hay-tien-loi-20240814170147323.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/8/14/nzxt-3-1723629560970906904424-0-103-800-1383-crop-1723629571901848414117.jpg,"Mức giá thuê máy dao động từ 59 USD tới 169 USD một tháng, tùy vào cấu hình.",1 tháng trước,Đồ chơi số
"Xiaomi ra mắt vòi sen thông minh: Không sợ bỏng vì duy trì ổn định độ nóng, có màn hình LED hiển thị nhiệt độ của nước, giá gần 5 triệu đồng",https://genk.vn/xiaomi-ra-mat-voi-sen-thong-minh-khong-so-bong-vi-duy-tri-on-dinh-do-nong-co-man-hinh-led-hien-thi-nhiet-do-cua-nuoc-gia-gan-5-trieu-dong-20240814151836067.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/8/14/voi-sen-17236225976971310230506-8-0-362-567-crop-1723622749825464466639.png,"Một tính năng nổi bật của Mijia S1 là màn hình LED hiển thị nhiệt độ nước theo thời gian thực, giúp người dùng dễ dàng theo dõi và điều chỉnh",1 tháng trước,Đồ chơi số
Game thủ chú ý: Đây là những con chuột siêu nhẹ đáng mua nhất 2024,https://genk.vn/game-thu-chu-y-day-la-nhung-con-chuot-sieu-nhe-dang-mua-nhat-2024-20240814150332439.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/8/14/best-lightweight-mouse-20240419-medium-1-17236225129441833433949-0-65-563-966-crop-1723622517402231571372.jpg,"Mắt sáng, tay nhanh thôi là chưa đủ, chuột của bạn phải đủ nhẹ thì mới có thể ‘snipe’ đối thủ một cách chính xác được!",1 tháng trước,Đồ chơi số
"Google ra mắt tai nghe siêu chống ồn AI, giá ngang AirPods Pro 2",https://genk.vn/google-ra-mat-tai-nghe-sieu-chong-on-ai-gia-ngang-airpods-pro-2-20240814143014244.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/8/14/msjd6ynvdozfamnlac68sk-1723620448225-17236204490191254230495-0-131-1080-1859-crop-1723620552887849905917.jpg,Pixel Buds Pro 2 được nâng cấp mạnh về khả năng chống ồn cũng như chất lượng âm thanh so với phiên bản tiền nhiệm.,1 tháng trước,Đồ chơi số
"Trải nghiệm ốp lưng chống sốc đa-zi-năng cho iPad Pro/Air tới từ Spigen, giá 2,59 triệu đồng",https://genk.vn/trai-nghiem-op-lung-chong-soc-da-zi-nang-cho-ipad-pro-air-toi-tu-spigen-gia-259-trieu-dong-20240813180039202.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/8/13/l1150894-17235461017781005385990-43-0-1323-2048-crop-17235467881831652917966.jpg,"Một sản phẩm ốp lưng ""must have"" dành cho người dùng iPad Pro và iPad Air (2024) giúp bảo vệ thiết bị và cung cấp nhiều góc sử dụng khác nhau.",1 tháng trước,Đồ chơi số
Acer ra mắt Predator Helios Neo 14 với gói quà tặng trị giá 10 triệu đồng,https://genk.vn/acer-ra-mat-predator-helios-neo-14-voi-goi-qua-tang-tri-gia-10-trieu-dong-20240813162015755.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/8/13/avatar1723540828256-1723540829045947131019.png,"Sau hàng loạt các sản phẩm đột phá tại thị trường Việt Nam, Acer tiếp tục mang đến cho người dùng ""vũ khí AI gaming tối thượng"" Predator Helios Neo 14.",1 tháng trước,Đồ chơi số
"Huawei ra mắt màn hình giá chỉ 1,9 triệu đồng: Kích cỡ 23,8 inch, độ phân giải Full HD 100Hz, viền siêu mỏng, có chế độ bảo vệ mắt khi đọc sách",https://genk.vn/huawei-ra-mat-man-hinh-gia-chi-19-trieu-dong-kich-co-238-inch-do-phan-giai-full-hd-100hz-vien-sieu-mong-co-che-do-bao-ve-mat-khi-doc-sach-20240813152832561.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/8/13/a66d0169ly8h3rijcvls4j239s26ox6p-1723537586855-17235375904121025055621-86-0-1336-2000-crop-17235376711161590594867.jpg,"MateView SE 2024 là phiên bản nâng cấp mới của chiếc MateView SE ra mắt cách đây 2 năm, với tần số quét được nâng từ 75Hz lên 100Hz.",1 tháng trước,Đồ chơi số
"Sắp ra mắt Xiaomi Band 9 ""quốc dân"" chính hãng: Thiết kế viền cao cấp, pin 21 ngày, giá cực kỳ hấp dẫn",https://genk.vn/sap-ra-mat-xiaomi-band-9-quoc-dan-chinh-hang-thiet-ke-vien-cao-cap-pin-21-ngay-gia-cuc-ky-hap-dan-20240813151814782.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/8/13/8323d8cdly1hrtp7qluwqj24mo334x6u-17229336228241346097970-39-0-1289-2000-crop-17235370445061619529073.jpg,"Dòng smartband ""quốc dân"" của Xiaomi cuối cùng cũng có phiên bản mới được bán chính hãng Việt Nam với mức giá dễ tiếp cận.",1 tháng trước,Đồ chơi số
"AOC Gaming G4: Chiến trường màu sắc, vũ khí tối thượng cho game thủ và nhà sáng tạo",https://genk.vn/aoc-gaming-g4-chien-truong-mau-sac-vu-khi-toi-thuong-cho-game-thu-va-nha-sang-tao-20240812185326491.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/8/13/avatar1723521957505-1723521958582284980329.jpg,"AOC, một trong những thương hiệu màn hình hàng đầu thế giới với hơn 50 năm kinh nghiệm chính thức trình làng series G4, một kiệt tác dành riêng cho các game thủ và nhà sáng tạo nội dung.",1 tháng trước,Đồ chơi số
"Philips Evnia - Kiệt tác công nghệ đoạt giải Red Dot, nâng tầm trải nghiệm gaming",https://genk.vn/philips-evnia-kiet-tac-cong-nghe-doat-giai-red-dot-nang-tam-trai-nghiem-gaming-20240812145121619.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/8/12/avatar1723449088659-17234490892821442356459.png,"Trong thế giới công nghệ ngày nay, việc sở hữu một sản phẩm đạt giải thưởng quốc tế danh giá như Red Dot không chỉ là niềm tự hào của người dùng mà còn là minh chứng rõ ràng về chất lượng và sự đột phá trong thiết kế.",1 tháng trước,Đồ chơi số
"Huawei ra mắt tai nghe không dây giá rẻ: Chất âm ngon, có chống ồn thông minh cực xịn, pin 35 giờ",https://genk.vn/huawei-ra-mat-tai-nghe-khong-day-gia-re-chat-am-ngon-co-chong-on-thong-minh-cuc-xin-pin-35-gio-20240812194225885.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/8/12/60c09a78ly1hse6xddgt1j25o83s5u0z-1723466366134478699228-74-0-1324-2000-crop-172346649022863610886.jpg,"Huawei vừa ra mắt FreeBuds 6i, mẫu tai nghe không dây giá rẻ có trang bị công nghệ chống ồn chủ động thông minh tương tự như các dòng tai nghe cao cấp của hãng.",1 tháng trước,Đồ chơi số
"5 món ‘đồ chơi’ được lắp nhiều trên xe ô tô nhưng là ‘sát nhân’ thầm lặng: Từng khiến 4 người thiệt mạng, đến các hãng xe cũng phải khiếp sợ",https://genk.vn/5-mon-do-choi-duoc-lap-nhieu-tren-xe-o-to-nhung-la-sat-nhan-tham-lang-tung-khien-4-nguoi-thiet-mang-den-cac-hang-xe-cung-phai-khiep-so-20240812175459234.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/8/12/avatar1723460061546-17234600620431519971326.jpg,"Các hãng ô tô danh tiếng thế giới luôn đau đầu với việc làm cách nào để cải thiện tầm nhìn cho người lái xe nhưng trong nhiều trường hợp, người dùng đã tự thu hẹp tầm quan sát của mình.",2 tháng trước,Đồ chơi số
"Tai nghe không dây này có thiết kế độc lạ, chất âm ngon nghẻ, có chống ồn chủ động, pin 32 giờ, giá 1,5 triệu đồng",https://genk.vn/tai-nghe-khong-day-nay-co-thiet-ke-doc-la-chat-am-ngon-nghe-co-chong-on-chu-dong-pin-32-gio-gia-15-trieu-dong-20240812144359208.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/8/12/gsmarena007-2-1723448115141185846447-63-0-1663-2560-crop-172344859792442128255.jpg,Một mẫu tai nghe khá độc đáo tới từ công ty mới của cựu đồng sáng lập OnePlus.,2 tháng trước,Đồ chơi số
Hoá ra đây là cách mà các nhà sáng tạo nội dung tăng cường khả năng lưu trữ dữ liệu,https://genk.vn/hoa-ra-day-la-cach-ma-cac-nha-sang-tao-noi-dung-tang-cuong-kha-nang-luu-tru-du-lieu-20240812125532701.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/8/12/img20240810085650-1723441739148787808945-222-0-1502-2048-crop-17234417551481978933144.jpg,"Không chỉ đóng vai trò như một bộ nhớ dung lượng lớn, các giải pháp mà Synology mang lại còn giúp người dùng tối ưu hoá khả năng quản lý, sử dụng dữ liệu một cách hiệu quả, từ đó nâng cao năng suất cho công việc.",2 tháng trước,Tin ICT
SanDisk công bố thẻ nhớ SD dung lượng lớn nhất thế giới,https://genk.vn/sandisk-cong-bo-the-nho-sd-dung-luong-lon-nhat-the-gioi-20240812112137382.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/8/12/5hbckaexyrnukfhaxffhdm-1200-80-1723436162773499351029-0-51-675-1131-crop-1723436169033899017747.jpg,Hiện giá bán của mẫu thẻ nhớ này vẫn chưa được công bố.,2 tháng trước,Đồ chơi số
"Đánh giá Reno 12 F 5G: AI nhiếp ảnh từ OPPO, nhưng giá rẻ hơn",https://genk.vn/danh-gia-reno-12-f-5g-ai-nhiep-anh-tu-oppo-nhung-re-hon-20240811124238621.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/8/11/mdc03072-1723354621938632137232-40-0-978-1500-crop-1723354647232468288974.jpg,Trải nghiệm những tính năng AI mới của thương hiệu Trung Quốc ở một tầm giá ‘mềm’ hơn so với bộ đôi OPPO Reno12 5G và Reno12 Pro 5G.,2 tháng trước,Mobile
"Suunto chính thức ra mắt Race S với giá gần 10 triệu đồng, thị trường đồng hồ thể thao tại Việt Nam càng thêm phần thú vị",https://genk.vn/suunto-chinh-thuc-ra-mat-race-s-voi-gia-gan-10-trieu-dong-thi-truong-dong-ho-the-thao-tai-viet-nam-cang-them-phan-thu-vi-2024080918422076.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/8/9/20240713llppvquc-1723203042751-1723203043057473930744-54-0-854-1280-crop-1723203680259720542836.jpg,"Với thiết kế nhỏ gọn, thời lượng pin ấn tượng và nhiều tính năng hỗ trợ luyện tập chuyên sâu, Suunto Race S hứa hẹn sẽ trở thành người bạn đồng hành lý tưởng cho các vận động viên và những người đam mê thể thao.",2 tháng trước,Đồ chơi số
Đánh giá G.SKILL Trident Z5 Royal 7200MHz CL36: khi RAM cũng có hàng “luxury”,https://genk.vn/danh-gia-gskill-trident-z5-royal-7200mhz-cl36-khi-ram-cung-co-hang-luxury-20240809120244424.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/8/9/l1150215-1723179151182603564840-53-0-1303-2000-crop-1723179259833213337529.jpg,"Tiếp nối truyền thống của thế hệ trước, G.SKILL Trident Z5 Royal 7200 CL36 tiếp tục thể hiện sự ""luxury"" của mình không chỉ trong hiệu năng mà còn cả thẩm mỹ.",2 tháng trước,Đồ chơi số
"Bản vá sửa lỗi mất ổn định cho chip Intel đời 13 và 14 đã được tung ra, người dùng bo mạch chủ của các hãng sau đây đã có thể sử dụng",https://genk.vn/ban-va-sua-loi-mat-on-dinh-cho-chip-intel-doi-13-va-14-da-duoc-tung-ra-nguoi-dung-bo-mach-chu-cua-cac-hang-sau-day-da-co-the-su-dung-20240809132603607.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/8/9/2024-04-29-image-10-1723184717891-17231847183051707043074-0-112-1125-1912-crop-17231847288721578720027.jpg,Đáng tiếc là bản cập nhật này sẽ không khắc phục được những chip Intel đã hỏng.,2 tháng trước,Đồ chơi số
Apple sắp ra mắt máy tính siêu nhỏ: Bé bằng lòng bàn tay nhưng cấu hình cực mạnh với chip M4 Pro,https://genk.vn/apple-sap-ra-mat-may-tinh-sieu-nho-be-bang-long-ban-tay-nhung-cau-hinh-cuc-manh-voi-chip-m4-pro-20240809121552049.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/8/9/apple-tv-4k-4-17231803473381608847248-0-0-819-1310-crop-1723180351810814194478.jpg,Mẫu Mac này dự kiến sẽ ra mắt trong những tháng tới.,2 tháng trước,Đồ chơi số
Danh sách CPU Intel bị lỗi và được nâng bảo hành lên 5 năm,https://genk.vn/danh-sach-cpu-intel-bi-loi-va-duoc-nang-bao-hanh-len-5-nam-20240808104620365.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/8/8/7e6hjesker55uqwxgupanf-1200-80-17230886634271655858854-0-89-675-1169-crop-1723088668419826395519.jpg,Việc mở rộng bảo hành áp dụng cho tất cả các chip mới và đã mua trước đó.,2 tháng trước,Đồ chơi số
"HP ProBook 445 G10: Phiên bản máy tính mạnh mẽ, bền bỉ và an toàn cho doanh nghiệp",https://genk.vn/hp-probook-445-g10-phien-ban-may-tinh-manh-me-ben-bi-va-an-toan-cho-doanh-nghiep-20240808135800267.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/8/8/photo-1-1723087203327715828266-1723101390967-17231013913471863684056-0-0-387-619-crop-17231014400411677829561.png,"HP ProBook 445 G10 không chỉ đơn thuần là một công cụ làm việc, mà còn là một trợ lý thông minh hứa hẹn mang lại trải nghiệm làm việc hiệu quả và bảo mật chưa từng có.",2 tháng trước,Đồ chơi số
"AMD công bố giá bán dòng CPU Ryzen 9000 cho PC: Rẻ hơn Ryzen 7000 nhưng hiệu năng lại tăng mạnh, Intel cần 'coi chừng'?",https://genk.vn/amd-chinh-thuc-cong-bo-gia-loat-chip-ryzen-9000-cho-pc-re-hon-dang-ke-so-voi-ryzen-7000-nhung-hieu-nang-lai-tang-manh-20240808131556969.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/8/8/ryzen-9000-7-17230976358941861642872-0-0-400-640-crop-1723097669689115874287.png,"AMD hứa hẹn sẽ tăng khoảng 16% số lượng lệnh trên mỗi chu kỳ (IPC) so với các CPU Ryzen thế hệ trước, với những hứa hẹn lớn về cải thiện hiệu suất trong cả các tác vụ sản xuất và chơi game.",2 tháng trước,Đồ chơi số
"Xiaomi ra mắt router Wi-Fi 7: Tốc độ tới 3.57Gbps, chip Qualcomm, 4 cổng LAN 2.5Gbps",https://genk.vn/xiaomi-ra-mat-router-wi-fi-7-toc-do-toi-357gbps-chip-qualcomm-4-cong-lan-25gbps-2024080809532611.chn,https://genk.mediacdn.vn/zoom/260_162/139269124445442048/2024/8/8/xiaomi-be6500-router-1723084862509669830330-362-0-831-750-crop-17230854589841214941964.jpeg,"Một router Wi-Fi mạnh mẽ, nhiều công nghệ với mức giá hợp lý.",2 tháng trước,Đồ chơi số
